"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2016","2016",43936,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2017","2017",43703,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50607","South Perth","A","Annual","2018","2018",43598,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2001","2001",12581,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2002","2002",12740,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2003","2003",12824,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2004","2004",12951,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2005","2005",13148,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2006","2006",13272,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2007","2007",13576,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2008","2008",13837,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2009","2009",14149,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2010","2010",14133,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2011","2011",14383,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2012","2012",14543,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2013","2013",14663,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2014","2014",14675,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2015","2015",14671,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2016","2016",14651,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2017","2017",14595,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071145","Como","A","Annual","2018","2018",14534,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2001","2001",9770,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2002","2002",10130,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2003","2003",10442,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2004","2004",10611,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2005","2005",10764,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2006","2006",10880,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2007","2007",11063,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2008","2008",11245,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2009","2009",11494,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2010","2010",11559,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2011","2011",11711,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2012","2012",11829,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2013","2013",11900,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2014","2014",11908,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2015","2015",11914,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2016","2016",11890,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2017","2017",11843,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071146","Manning - Waterford","A","Annual","2018","2018",11874,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2001","2001",15253,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2002","2002",15506,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2003","2003",15737,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2004","2004",15970,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2005","2005",16187,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2006","2006",16447,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2007","2007",16650,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2008","2008",17149,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2009","2009",17363,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2010","2010",17373,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2011","2011",17600,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2012","2012",17780,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2013","2013",17840,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2014","2014",17723,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2015","2015",17567,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2016","2016",17395,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2017","2017",17265,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","506071147","South Perth - Kensington","A","Annual","2018","2018",17190,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2001","2001",295735,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2002","2002",299599,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2003","2003",302889,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2004","2004",307133,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2005","2005",312075,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2006","2006",319392,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2007","2007",330872,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2008","2008",341315,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2009","2009",352911,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2010","2010",362224,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2011","2011",373927,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2012","2012",387526,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2013","2013",399536,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2014","2014",407120,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2015","2015",413130,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2016","2016",418193,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2017","2017",423839,,
"ERP","Estimated Resident Population","SA4","Statistical Area Level 4","507","Perth - South West","A","Annual","2018","2018",430113,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2001","2001",66756,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2002","2002",68381,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2003","2003",69441,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2004","2004",71364,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2005","2005",73212,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2006","2006",75320,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2007","2007",79007,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2008","2008",82434,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2009","2009",86495,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2010","2010",89203,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2011","2011",92615,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2012","2012",96684,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2013","2013",100246,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2014","2014",102376,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2015","2015",104258,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2016","2016",105751,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2017","2017",107539,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50701","Cockburn","A","Annual","2018","2018",109593,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2001","2001",6093,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2002","2002",6297,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2003","2003",6705,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2004","2004",7395,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2005","2005",8105,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2006","2006",8954,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2007","2007",10237,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2008","2008",11418,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2009","2009",12894,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2010","2010",13934,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2011","2011",14911,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2012","2012",15837,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2013","2013",16588,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2014","2014",17101,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2015","2015",17662,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2016","2016",18056,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2017","2017",18565,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011148","Banjup","A","Annual","2018","2018",19274,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2001","2001",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2002","2002",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2003","2003",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2004","2004",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2005","2005",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2006","2006",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2007","2007",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2008","2008",18,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2009","2009",17,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2010","2010",17,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2011","2011",17,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2012","2012",15,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2013","2013",13,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2014","2014",11,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2015","2015",9,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2016","2016",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2017","2017",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011150","Bibra Industrial","A","Annual","2018","2018",7,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2012","2012",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2013","2013",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2014","2014",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2015","2015",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2017","2017",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011151","Bibra Lake","A","Annual","2018","2018",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2001","2001",7198,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2002","2002",7286,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2003","2003",7242,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2004","2004",7336,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2005","2005",7285,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2006","2006",7344,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2007","2007",7456,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2008","2008",7617,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2009","2009",7820,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2010","2010",7894,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2011","2011",8013,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2012","2012",8378,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2013","2013",8720,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2014","2014",9009,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2015","2015",9086,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2016","2016",9145,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2017","2017",9279,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011152","Coogee","A","Annual","2018","2018",9400,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2001","2001",7447,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2002","2002",7618,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2003","2003",7745,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2004","2004",7861,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2005","2005",7901,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2006","2006",7917,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2007","2007",7976,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2008","2008",8027,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2009","2009",8052,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2010","2010",8088,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2011","2011",8143,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2012","2012",8284,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2013","2013",8343,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2014","2014",8358,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2015","2015",8377,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2016","2016",8369,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2017","2017",8309,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011153","Coolbellup","A","Annual","2018","2018",8346,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2001","2001",10246,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2002","2002",10198,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2003","2003",10084,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2004","2004",9988,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2005","2005",9811,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2006","2006",9675,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2007","2007",9777,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2008","2008",9924,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2009","2009",10100,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2010","2010",10248,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2011","2011",10504,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2012","2012",10738,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2013","2013",10948,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2014","2014",10963,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2015","2015",10936,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2016","2016",10818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2017","2017",10879,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011154","Hamilton Hill","A","Annual","2018","2018",10949,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2001","2001",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2002","2002",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2003","2003",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2004","2004",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2005","2005",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2006","2006",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2007","2007",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2008","2008",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2009","2009",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2010","2010",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2011","2011",12,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2012","2012",15,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2013","2013",17,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2014","2014",19,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2015","2015",21,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2016","2016",24,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2017","2017",24,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011155","Henderson","A","Annual","2018","2018",24,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2007","2007",20,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2008","2008",113,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2009","2009",296,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2010","2010",425,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2011","2011",592,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2012","2012",981,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2013","2013",1357,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2014","2014",1689,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2015","2015",2103,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2016","2016",2535,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2017","2017",2915,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011158","North Coogee","A","Annual","2018","2018",3252,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2001","2001",10750,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2002","2002",11022,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2003","2003",11149,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2004","2004",11237,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","507011159","South Lake - Cockburn Central","A","Annual","2005","2005",11194,,
